470588,TaskListView is restored before tasks ui plugin starts, After installing the following Mylyn features and plugins  list taken from About Eclipse  gt  Installation Details  gt  Configuration  and the obligatory restart  org eclipse mylyn feature  3 16 0 v20150602 2242   Mylyn Tasks   org eclipse mylyn bugzilla feature  3 16 0 v20150525 2001   Mylyn Tasks   org eclipse mylyn builds  1 8 0 v20150525 1955   Mylyn Builds   org eclipse mylyn commons  3 16 0 v20150526 1951   Mylyn Commons   org eclipse mylyn commons identity  1 8 0 v20150526 1951   Mylyn Commons   org eclipse mylyn commons notifications  1 8 0 v20150602 2344   Mylyn Commons   org eclipse mylyn commons repositories  1 8 0 v20150526 1951   Mylyn Commons   org eclipse mylyn commons repositories http  1 8 0 v20150526 1951   Mylyn Commons   org eclipse mylyn context feature  3 16 0 v20150522 2252   Mylyn Context   org eclipse mylyn discovery  3 16 0 v20150602 1735   Mylyn Commons   org eclipse mylyn gerrit feature  2 7 0 v20150529 1745   Mylyn Reviews   org eclipse mylyn git  1 8 0 v20150529 1922   Mylyn Versions   org eclipse mylyn hudson  1 8 0 v20150525 1955   Mylyn Builds   org eclipse mylyn java feature  3 16 0 v20150522 2252   Mylyn Context   org eclipse mylyn monitor  3 16 0 v20150526 1951   Mylyn Commons   org eclipse mylyn reviews feature  2 7 0 v20150526 1951   Mylyn Reviews   org eclipse mylyn team feature  3 16 0 v20150522 2252   Mylyn Context   org eclipse mylyn versions  1 8 0 v20150525 1956   Mylyn Versions   org eclipse mylyn wikitext feature  2 5 0 v20150522 1430   Mylyn WikiText my IDE shows the Task List view  but only with an error message as content org eclipse core runtime CoreException  Plug in  org eclipse mylyn tasks ui  was unable to instantiate class  org eclipse mylyn internal tasks ui views TaskListView  java 194 java 186 java 905 java 243 java 55 java 58 java 101 java 279 java 317 invoke0 Native Method java 62 java 43 java 483 java 56 java 898 java 879 java 121 java 345 java 264 java 162 java 104 java 73 java 55 java 129 java 971 java 640 java 525 java 42 java 509 java 69 java 971 java 640 java 746 java 717 java 711 java 42 java 695 java 1306 java 103 java 658 java 746 java 717 java 711 java 42 java 695 java 71 java 151 java 654 java 746 java 717 java 711 java 42 java 695 java 71 java 151 java 654 java 746 java 717 java 711 java 42 java 695 java 71 java 151 java 654 java 746 java 717 java 711 java 42 java 695 java 1205 java 1170 java 1301 java 1266 java 4211 java 70 java 4207 java 376 java 4873 java 5654 objc msgSendSuper Native Method java 5051 java 5432 objc msgSend Native Method java 94 java 3692 java 172 java 387 java 500 java 284 java 997 java 70 java 1032 java 1007 java 95 java 186 java 145 java 4781 java 90 java 88 java 175 java 276 java 224 java 262 java 106 java 537 java 138 java 127 java 292 java 260 java 404 java 269 java 175 java 771 java 1 doPrivileged Native Method java 764 java 721 java 941 java 318 java 571 java 439 java 454 java 107 java 531 java 324 java 327 java 36 java 398 java 352 java 344 java 160 java 357 getDeclaredConstructors0 Native Method java 2658 java 2964 java 403 java 755 java 706 java 941 java 318 java 571 java 439 java 454 java 107 java 531 java 324 java 327 java 402 java 352 java 344 java 160 java 357 java 573 java 174 java 905 java 243 java 55 java 96 java 97 java 130 java 130 java 130 java 119 java 97 java 256 java 126 java 70 java 478 java 114 java 322 java 470 java 446 java 412 java 376 java 971 java 640 java 746 java 717 java 711 java 42 java 695 java 288 invoke Unknown Source java 43 java 483 java 56 java 83 java 197 java 197 java 1 java 230 java 148 java 135 java 78 java 39 java 85 java 59 java 374 java 249 java 356 java 341 java 369 java 173 java 145 java 654 java 746 java 717 java 711 java 42 java 695 java 142 invoke0 Native Method java 62 java 43 java 483 java 56 java 83 java 197 java 197 java 1 java 230 java 148 java 135 java 78 java 39 java 85 java 59 java 374 java 303 java 568 java 2314 java 2367 java 3528 java 2567 java 666 invoke0 Native Method java 62 java 43 java 483 java 56 java 898 java 121 java 86 java 73 java 1486 java 2635 java 2018 java 2066 java 2034 java 1956 java 40 java 186 java 145 java 4781 java 211 java 36 java 197 java 197 java 1 java 230 java 148 java 135 java 78 java 39 java 85 java 59 java 374 java 431 java 615 java 525 java 42 java 509 java 69 java 971 java 640 java 746 java 717 java 711 java 42 java 695 java 1306 java 103 java 658 java 746 java 717 java 711 java 42 java 695 java 71 java 151 java 654 java 746 java 717 java 711 java 42 java 695 java 71 java 151 java 654 java 746 java 717 java 711 java 42 java 695 java 71 java 49 java 654 java 746 java 717 java 711 java 42 java 695 java 82 java 103 java 63 java 658 java 746 java 717 java 711 java 42 java 695 java 71 java 151 java 654 java 746 java 717 java 711 java 42 java 695 java 71 java 614 java 654 java 746 java 717 java 711 java 42 java 695 java 1061 java 337 java 1018 java 156 java 654 java 337 java 598 java 150 java 139 java 196 java 134 java 104 java 380 java 235 invoke0 Native Method java 62 java 43 java 483 java 669 java 608 java 1515 Caused by  java lang NullPointerExceptionjava 1397 java 30 java 278 newInstance0 Native Method java 62 java 45 java 408 java 433 java 184     356 more ,2
358114,Formatting XHTML file clears closing brace of Expression Language, 1  Create a XHTML file 2  Copy the following in the file  lt ui composition xmlns    gt      lt div style  text align    bundle  something     gt  lt  div gt  lt  ui composition gt 3  ReformThe end brace after   something   is removed  resulting in  lt ui composition xmlns    gt      lt div style  text align    bundle  something    gt  lt  div gt  lt  ui composition gt    Configuration Details   Product  Eclipse 1 4 0 20110609 1120  org eclipse epp package jee product Installed Features  org eclipse platform 3 7 0 v20110530 9gF7UHNFFt4cwE pkZDJ7oz mj4OSEIlu9SEv0f ,2
311874, Group by Namespaces  hides other resources, Build Identifier  Eclipse  20100218 1602  PDT  SDK   2 1 1v20090707 1108  PDT  2 1 3v20090914 1400  Eclipse EPP PHP Package  AND Eclipse  3 5 2  build  M20100211 1343  PDT  SDK   2 1 1v20090707 1108  PDT  2 1 3v20090914 1400Image the following project outline  just some top level folders    src  js  templates  images  cssNow under src there are my php files  I added src to my  Source  Folders in the project properties When I turn on the setting  group by namespaces   my top level representation changes to this   namespace one  namespace two  namespace tree     I can only access my php files  all others are hidden  Instead  please just group the namespaces  th According to the example above  this would be   src   namespace one   namespace two   namespace trhee  js  templates  images  cssSo I am able to access other files of my project  while I have a namespace concentrated view on my php files  At the moment  the  group by namespace  setting is totally unusable  Keep in mind  less projects are working with php files only A little other thing  Wouldn t be the  package  icon more suitable  instead of the big  fat  green N which pulls every attention from the user  it could get  everytime  For me this would lead to a more consistent UI overall Reproducible  Always ,2
130545,Permgen memory leak on ant run, 3 2M5 on Windows XP SP2  Sun JDK6 beta  but noticed on JDK5 as well On my RCP product in the Product Configuration editor I click on the Eclipse Product export wizard and click Finish to export the product just like last time  Each time I do this about 10M of permanent generation space is leaked  You can see it being leaked using the plug in in   According to that tool  the permgen space is before export    39793Kafter 1 export   47788after 2 exports  58915after 3 exports  64131  gc weak mem management starts to fight it after 4 exports  64117  but isn t quite able to keep up after 5 exports  55684  each one is slower than the last until finally    after 6 exports  java lang OutOfMemoryError  PermGenSpace   The dialog says the error occured in build xml line 147Eclipse won t do any further exports until you restart it  ,2
3328, resources  Data loss when disk is full  1GIX0JL , I lost the contents of a java file apparently because the disk was full Scenario  the disk my workspace is on was full edit an open java file in Eclipse save the change got a message saying thI didn t make any changes outside Eclipse but said no  don t overwrite anyway The change I had just made and wanted to save was minor so I went ahead and selected  refresh from local file system  on the file  The refreshed file was emptyand I got an error message  There were errors during the build   It didn t say what kind of errors  Running out of disk space seems like a likely scenario so I should get an appropriate message Fortunately  Replace from local history  worked and I got the old file contents back NOTES PM  9 4 01 9 46 02 AM Not a common scenario  ,2
152552,Unique Name Rule may be broken when changing the type of concept  guideline or supporting material , OS  Windows XP with SP2Language  EnglishBuild  epf composer 1 0 M4 N20060728 1650Headline  Unique Name Rule may be broken when changing the type of concept  guideline or supporting material Steps to Reproduce 1  Create a concept and a guideline  both named  ibm 2  Click  Chang Type  button in the editor  e g  change concept to guideline    gt Problem  two guidelines have the same name  ibm  without warining Expected Result  Unique Name Rule performs a name checking action Remark  1  Three type of workproducts can interchange  either has this problem  ,2
266600, patch  api  editor  provide a footer section with a toolbar in the task editor, When you change the summary of an existing Task you need to scroll down to hit the submit Button If we have this button in the toolBar there is no need to scroll when you want to submit Thoughts  ,2
241847, plan   annotation  param annotation matching pointcut does not always match, sources for reproduce caseParam annotation matching pointcut does not always match   I have an interface whose method parameter is annotated   Some implementations  of interface  match the pointcut but other implementations  of same interface  do not match To reproduce              1  Unpack attached sources2  Clean AspectJ project   rebuild3  Run  CC main      Test succeeds  pointcut matches 4  Run  LongLong main     Test fails  pointcut doesn t match Workaround            5  Edit method  LongLong m1    immediately after rebuild 6  Run  LongLong main      Test succeeds My Eclipse environment is                           Eclipse AspectJ Development ToolsVersion  1 5 2 200804241330AspectJ version  1 6 0 20080423100000Eclipse v3 3 2 M20080221 1800 ,2
86818,Consider extending type pattern matching to support hasmethod    hasfield  , Consider the use cases  1  every type th type  orannotation   should have a mixin interface used by the aspect to manage thatproperty  From Michael Nascimento    I wanted to introduce a mixin in any class containing a method with acertain annotation  This is the case for genesis     still using AW 1 1  going to migrate toAW 2 0 next week   CommandResolver interface and its defaultimplementation  The idea is any class that had a method annotated with Remotable  Transactional had this interface introduced in order tosupport two core genesis features  transparent remoting andtransactional support  2  Any type defining a method setFoo Foo  should have a Foo instance DI d intoit after it is initialised Both of these use cases are easily dealt with by extending AspectJ s typepattern language to support hasfield   and hasmethod   type pattern  designators   The syntax would be hasfield AnnotationPattern  FieldTypePattern NamePattern hasmethod AnnotationPattern  ReturnTypePattern NamePattern TypePatternList  Use case 1 above is now addressed by declare parents  hasfield  SomeAnnotation      implements MyMixin Use case 2 is addressed by after Object obj  returning   execution hasmethod void setFoo Foo   new       amp  amp this obj         call setFoo on  this  reflectively              Note  this would be the first time we have introduced type pattern designators It might make sense to do this at the same time as supporting a type pattern language    i e  add composition  have it already  and abstraction to typepatterns  This would be a much bigger change of course  It would require a meansto declare named type patterns  just as we declare pointcuts today   to composetype patterns  we already have this   and to use a named type pattern in placeof an anonymous type pattern at any point in the AspectJ grammar that a typepattern is accepted For example aspect Foo       tpatterns have visiblity just like pointcuts  may be declared in classes  private tpattern requiresMixinSupport      hasmethod  Remotable               hasmethod  Transactional                 need some way to indicate type pattern name rather than type name  a      prefix char is the obvious   most have meanings th     can t use    which I prefer  because it is legal in Java identifiers  declare parents   amp requiresMixinSupport implements MyMixin    ,2
437435,Provide a Logback to Bugzilla Appender, It would be gre What I have in mind is something along these lines Whenever an error is logged and the plug in id starts with  org eclipse recommenders     a browser should be opened thFor usability reasons  this appender needs a little UI th The appender could be placed in  2  and make use of the Java 7 Desktop class  3  1   2   3   ,2
172437, persistence  RSE must recover when  RemoteSystemsConnections  is not available, RSE needs to recover from problems much much more reliable  Unfortunately RSE is storing persistent data within the workspace instead of  metadata  where the data would belong anyway   If a user now by accident or by cleaning up his workspace directory and don t know whorg eclipse core internal resources ResourceException  Resource   RemoteSystemsConnections  is not open java 97 java 32 java 88 java 784 java 757 java 99 java 349 java 147 java 58 java 164 java 470 java 999 doPrivileged Native Method java 993 java 974 java 327 java 260 java 400 java 111 java 415 java 189 java 350 java 418 java 379 java 367 java 83 java 251 java 289 java 227 java 1269 java 160 java 787 java 243 java 51 java 234 java 69 java 305 java 210 java 566 java 3881 java 2905 java 1948 java 2888 java 2836 java 1712 java 1445 java 1710 java 1681 java 1560 java 37 java 1504 java 183 java 751 java 1109 java 1878 java 425 java 149 java 91 java 1 java 36 invoke0 Native Method java 39 java 25 java 585 java 522 java 147 java 104 java 74 java 354 java 170 invoke0 Native Method java 39 java 25 java 585 java 339 java 283 java 984 java 959 org eclipse core internal resources ResourceException  Resource   RemoteSystemsConnections dom properties  does not exist java 310 java 193 java 181 java 164 java 101 java 349 java 147 java 58 java 164 java 470 java 999 doPrivileged Native Method java 993 java 974 java 327 java 260 java 400 java 111 java 415 java 189 java 350 java 418 java 379 java 367 java 83 java 251 java 289 java 227 java 1269 java 160 java 787 java 243 java 51 java 234 java 69 java 305 java 210 java 566 java 3881 java 2905 java 1948 java 2888 java 2836 java 1712 java 1445 java 1710 java 1681 java 1560 java 37 java 1504 java 183 java 751 java 1109 java 1878 java 425 java 149 java 91 java 1 java 36 invoke0 Native Method java 39 java 25 java 585 java 522 java 147 java 104 java 74 java 354 java 170 invoke0 Native Method java 39 java 25 java 585 java 339 java 283 java 984 java 959  ,2
271627,An xsl jaxp feature,  ,2
448406,Consider the tags   noimplement    noextend  tags,  ,2
423407,Feature  Provide a cheat sheet for ReqIF structure, Even after reading the tutorial  I feel difficult to grasp all ReqIF concepts Maybe a simple che Such che ,2
421479, 1 8  clean up  quick assist  convert anonymous to lambda must consider lost scope of interface, When converting an anonymous to a lambda expression  we have to consider th package jsr335 funint  FunctionalInterfaceinterface Func      enum En   A      void foo       String NAME          static String staticName     return NAME       default String getName     return NAME    class Test      void bar            Func f   new Func                 Override            public void foo                    System out println En A                  System out println NAME     already not in scope  since static interface methods are not inherited                 System out println staticName                       OK                 System out println Test this                     accessing this or super                 System out println getName                    foo                   System out println this                  System out println super toString                    Class lt   extends Func gt  tc  this getClass                   Class lt   extends Object gt  sc  super getClass                   System out println Func super getName                                  ,2
229800,Provide DOJO simple method descriptions for services available in COSMOS, It s currently difficult for adopters to determine the outputters required for retrieving data from COSMOS services   COSMOS can use DOJO s simple method description to provide a clear abstraction for adopters to invoke any COSMOS services   This will make mash ups a lot easier The simple method definition is a JSON file defining the APIs available for adopters to invoke   Here s an example of a definition file           serviceType    JSON RPC           serviceURL               methods                                             name    add                           parameters                                     name    x                                     name    y                                                         and here s how it can be invoked in JavaScript var svc   new dojo rpc JsonService     var myDeferred   svc add 5  8  myDeferred addCallback myCallbackMethod  This enhancement will involve 1  Defining Simple Method Descriptions for COSMOS services  e g  Broker getDataManagers   2  Rewriting existing code to use SMD files instead of a parameterized URL ,2
237655,Provide a reporting service group for data managers, After a discussion with Sheldon  we both agreed to harden the report framework code before providing templates as examples A report service group can be associated with a data manager via Axis2   The service group will provide a management and a generate service   Assuming an agreeable exchange format  the client will be oblivious in terms of how the reports are managed and generated   COSMOS default implementation will manage reports using file based storage and BIRT report generation   Adopters can provide service implementations to allow proprietary management and generation of reports The management report service will allow the client to determine available reports on a data manager   Once a report is selected  the service will indicate if any user input is required for the generation of the report   After prompting for user input  the client will invoke the report generation service with data available in the report management service  e g  report template  and the user input collected The report generation service will return a form ,2
190604,Allow context providers to be loaded by a unique classloader,  ,2
